iata,type,name_en,iana timezone
CRP,airport,Corpus Christi International Airport,America/Chicago
CRP,city,Corpus Christi,America/Chicago
CRS,city,Corsicana,America/Chicago
CRS,airport,Corsicana,America/Chicago
CRT,city,Crossett,America/Chicago
CRT,airport,Municipal,America/Chicago
CRW,airport,Yeager,America/Chicago
CSG,city,Columbus,America/Chicago
CSG,airport,Columbus Metropolitan,America/Chicago
CSN,city,Carson City,America/Chicago
CSN,airport,Carson City,America/Chicago
CSV,city,Crossville,America/Chicago
CSV,airport,Memorial,America/Chicago
CTW,city,Cottonwood,America/Chicago
CTW,airport,Cottonwood,America/Chicago
CTZ,city,Clinton,America/Chicago
CTZ,airport,Sampson County,America/Chicago
CUH,city,Cushing,America/Chicago
CUH,airport,Municipal,America/Chicago
CUS,city,Columbus,America/Chicago
CUS,airport,Municipal,America/Chicago
CUX,airport,Cuddihy Field,America/Chicago
CWI,city,Clinton,America/Chicago
CWI,airport,Clinton,America/Chicago
CWO,airport,Ft Wolter AAF,America/Chicago
CXO,city,Conroe,America/Chicago
CXO,airport,Montgomery Co,America/Chicago
CYS,city,Cheyenne,America/Chicago
CYS,airport,Cheyenne,America/Chicago
CZT,city,Carrizo Springs,America/Chicago
CZT,airport,Carrizo Springs,America/Chicago
DAG,city,Daggett,America/Chicago
DAG,airport,Barstow-Daggett,America/Chicago
DAL,city,Dallas,America/Chicago
DAN,city,Danville,America/Chicago
DAN,airport,Municipal,America/Chicago
DAY,city,Dayton,America/Chicago
DAY,airport,James Cox Dayton International,America/Chicago
DBN,city,Dublin,America/Chicago
DBN,airport,Municipal,America/Chicago
DBQ,city,Dubuque,America/Chicago
DBQ,airport,Municipal,America/Chicago
DCR,city,Decatur,America/Chicago
DCR,airport,Decatur Hi-Way,America/Chicago
DCU,city,Decatur,America/Chicago
DCU,airport,Pyor,America/Chicago
DDC,city,Dodge City,America/Chicago
DDC,airport,Dodge City Municipal,America/Chicago
DEC,city,Decatur,America/Chicago
DEC,airport,Decatur Airport,America/Chicago
DEH,city,Decorah,America/Chicago
DEH,airport,Municipal,America/Chicago
DEO,city,Dearborn,America/Chicago
DEO,airport,Hyatt Regency Heliport,America/Chicago
DFW,airport,Dallas/Fort Worth International,America/Chicago
DGF,city,Douglas Lake,America/Chicago
DGF,airport,Douglas Lake,America/Chicago
DGL,airport,Douglas Municipal,America/Chicago
DGN,city,Dahlgren,America/Chicago
DGN,airport,NAF,America/Chicago
DGW,city,Douglas,America/Chicago
DGW,airport,Converse County,America/Chicago
DHN,city,Dothan,America/Chicago
DHN,airport,Dothan Airport,America/Chicago
DHT,city,Dalhart,America/Chicago
DHT,airport,Dalhart,America/Chicago
DIK,city,Dickinson,America/Chicago
DIK,airport,Dickinson,America/Chicago
DKK,city,Dunkirk,America/Chicago
DKK,airport,Dunkirk,America/Chicago
DLH,airport,Duluth International,America/Chicago
DLH,city,Duluth,America/Chicago
DMO,city,Sedalia,America/Chicago
DMO,airport,Sedalia,America/Chicago
DNN,city,Dalton,America/Chicago
DNN,airport,Municipal,America/Chicago
DNS,city,Denison,America/Chicago
DNS,airport,Municipal,America/Chicago
DPK,city,Deer Park,America/Chicago
DPK,airport,Deer Park,America/Chicago
DRG,city,Deering,America/Chicago
DRG,airport,Deering,America/Chicago
DRO,city,Durango,America/Chicago
DRO,airport,La Plata,America/Chicago
DRU,city,Drummond,America/Chicago
DRU,airport,Drummond,America/Chicago
DSI,city,Destin,America/Chicago
DSI,airport,Destin-Fort Walton Beach Airport,America/Chicago
DTA,city,Delta,America/Chicago
DTA,airport,Delta,America/Chicago
DTL,city,Detroit Lakes,America/Chicago
DTL,airport,Municipal,America/Chicago
DTN,airport,Shreveport Downtown,America/Chicago
DUC,city,Duncan,America/Chicago
DUC,airport,Halliburton Field,America/Chicago
DUG,city,Douglas,America/Chicago
DUG,airport,Bisbee-Douglas International,America/Chicago
DUJ,airport,Du Bois-Jefferson County,America/Chicago
DUJ,city,Du Bois,America/Chicago
DUQ,airport,Duncan/Quam,America/Chicago
DVN,city,Davenport,America/Chicago
DVN,airport,Davenport,America/Chicago
DWF,airport,Wright AFB,America/Chicago
DWN,airport,Downtown Airpark,America/Chicago
DYL,city,Doylestown,America/Chicago
DYL,airport,Doylestown,America/Chicago
EAA,city,Eagle,America/Chicago
EAA,airport,Eagle,America/Chicago
EAR,city,Kearney,America/Chicago
EAR,airport,Kearney,America/Chicago
EBR,airport,Downtown,America/Chicago
EBS,city,Webster City,America/Chicago
EBS,airport,Municipal,America/Chicago
ECS,city,Newcastle,America/Chicago
ECS,airport,Mondell,America/Chicago
EDG,city,Edgewood,America/Chicago
EDG,airport,Weide AAF,America/Chicago
EDK,city,El Dorado,America/Chicago
EDK,airport,El Dorado,America/Chicago
EED,city,Needles,America/Chicago
EED,airport,Needles,America/Chicago
EFK,city,Newport,America/Chicago
EFK,airport,Newport,America/Chicago
EFW,city,Jefferson,America/Chicago
EFW,airport,Municipal,America/Chicago
EGI,city,Valparaiso,America/Chicago
EIL,airport,Eielson AFB,America/Chicago
EKI,city,Elkhart,America/Chicago
EKI,airport,Municipal,America/Chicago
EKN,city,Elkins,America/Chicago
EKN,airport,Elkins,America/Chicago
EKX,city,Elizabethtown,America/Chicago
EKX,airport,Elizabethtown,America/Chicago
ELD,airport,Goodwin Field,America/Chicago
ELD,city,El Dorado,America/Chicago
ELK,city,Elk City,America/Chicago
ELK,airport,Municipal,America/Chicago
ELY,airport,Yelland,America/Chicago
ELY,city,Ely,America/Chicago
ELZ,city,Wellsville,America/Chicago
ELZ,airport,Municipal,America/Chicago
EMT,city,El Monte,America/Chicago
EMT,airport,El Monte,America/Chicago
END,airport,Vance AFB,America/Chicago
ENL,city,Centralia,America/Chicago
ENL,airport,Municipal,America/Chicago
ENW,city,Kenosha,America/Chicago
ENW,airport,Kenosha Regional Airport,America/Chicago
EOS,city,Neosho,America/Chicago
EOS,airport,Neosho,America/Chicago
EPG,city,Weeping Water,America/Chicago
EPG,airport,Browns,America/Chicago
ESN,city,Easton,America/Chicago
ESN,airport,Easton,America/Chicago
EST,city,Estherville,America/Chicago
EST,airport,Municipal,America/Chicago
ESW,airport,State,America/Chicago
ESW,city,Easton,America/Chicago
ETB,city,West Bend,America/Chicago
ETB,airport,West Bend,America/Chicago
ETS,city,Enterprise,America/Chicago
ETS,airport,Municipal,America/Chicago
EUE,city,Eureka,America/Chicago
EUE,airport,Eureka,America/Chicago
EUF,city,Eufaula,America/Chicago
EUF,airport,Weedon Field,America/Chicago
EVA,city,Evadale,America/Chicago
EVA,airport,Landing Strip,America/Chicago
EVM,city,Eveleth,America/Chicago
EVM,airport,Eveleth,America/Chicago
EWB,city,New Bedford,America/Chicago
EWB,airport,New Bedford,America/Chicago
EWK,city,Newton,America/Chicago
EWK,airport,City-County,America/Chicago
FAI,airport,Fairbanks International Airport,America/Chicago
FAI,city,Fairbanks,America/Chicago
FAM,city,Farmington,America/Chicago
FAM,airport,Regional,America/Chicago
FAR,city,Fargo,America/Chicago
FAR,airport,Hector Field,America/Chicago
FBK,airport,Ft Wainwright,America/Chicago
FBL,city,Faribault,America/Chicago
FBL,airport,Municipal,America/Chicago
FCM,airport,Flying Cloud,America/Chicago
FCY,city,Forrest City,America/Chicago
FCY,airport,Municipal,America/Chicago
FDK,city,Frederick,America/Chicago
FDK,airport,Frederick Municipal,America/Chicago
FDR,city,Frederick,America/Chicago
FDR,airport,Municipal,America/Chicago
FEP,city,Freeport,America/Chicago
FEP,airport,Albertus,America/Chicago
FET,city,Fremont,America/Chicago
FET,airport,Municipal,America/Chicago
FEW,airport,Warren AFB,America/Chicago
FFL,city,Fairfield,America/Chicago
FFL,airport,Municipal,America/Chicago
FFM,city,Fergus Falls,America/Chicago
FFM,airport,Fergus Falls,America/Chicago
FFO,airport,Patterson AFB,America/Chicago
FIL,city,Fillmore,America/Chicago
FIL,airport,Municipal,America/Chicago
FKL,airport,Chess-Lambertin,America/Chicago
FKL,city,Franklin,America/Chicago
FKN,city,Franklin,America/Chicago
FKN,airport,Municipal,America/Chicago
FLD,city,Fond Du Lac,America/Chicago
FLD,airport,Fond Du Lac,America/Chicago
FLP,city,Flippin,America/Chicago
FLP,airport,Flippin,America/Chicago
FLT,city,Flat,America/Chicago
FLT,airport,Flat,America/Chicago
FLV,city,Fort Leavenworth,America/Chicago
FLV,airport,Sherman AAF,America/Chicago
FMC,city,Five Mile,America/Chicago
FMC,airport,Five Mile,America/Chicago
FMN,city,Farmington,America/Chicago
FMN,airport,Municipal,America/Chicago
FMS,city,Fort Madison,America/Chicago
FMS,airport,Municipal,America/Chicago
FOE,airport,Forbes Field,America/Chicago
FOP,city,Forest Park,America/Chicago
FOP,airport,Morris AAF,America/Chicago
FOX,city,Fox,America/Chicago
FOX,airport,Fox,America/Chicago
FPY,city,Perry,America/Chicago
FPY,airport,Perry-Foley,America/Chicago
FRG,city,Farmingdale,America/Chicago
FRG,airport,Republic Field,America/Chicago
FRM,city,Fairmont,America/Chicago
FRM,airport,Fairmont,America/Chicago
FRY,city,Fryeburg,America/Chicago
FRY,airport,Fryeburg,America/Chicago
FSI,city,Fort Sill,America/Chicago
FSI,airport,Henry Post AAF,America/Chicago
FSK,city,Fort Scott,America/Chicago
FSK,airport,Municipal,America/Chicago
FSM,city,Fort Smith,America/Chicago
FSM,airport,Regional,America/Chicago
FST,city,Fort Stockton,America/Chicago
FST,airport,Pecos County,America/Chicago
FUL,city,Fullerton,America/Chicago
FUL,airport,Municipal,America/Chicago
FWL,city,Farewell,America/Chicago
FWL,airport,Farewell,America/Chicago
FYM,city,Fayetteville,America/Chicago
FYM,airport,Municipal,America/Chicago
GAD,city,Gadsden,America/Chicago
GAD,airport,Municipal,America/Chicago
GAL,airport,Galena,America/Chicago
GAL,city,Galena,America/Chicago
GBG,city,Galesburg,America/Chicago
GBG,airport,Galesburg,America/Chicago
GBH,city,Galbraith Lake,America/Chicago
GBH,airport,Galbraith Lake,America/Chicago
GCY,city,Greenville,America/Chicago
GCY,airport,Municipal,America/Chicago
GDM,city,Gardner,America/Chicago
GDM,airport,Municipal,America/Chicago
GED,city,Georgetown,America/Chicago
GED,airport,Sussex County,America/Chicago
GEG,city,Spokane,America/Chicago
GEG,airport,Spokane International,America/Chicago
GFD,city,Greenfield,America/Chicago
GFD,airport,Pope Field,America/Chicago
GFK,city,Grand Forks,America/Chicago
GFK,airport,Grand Forks,America/Chicago
GGE,city,Georgetown,America/Chicago
GGE,airport,Georgetown,America/Chicago
GGG,city,Kilgore,America/Chicago
GGG,airport,Kilgore,America/Chicago
GGW,airport,International,America/Chicago
GGW,city,Glasgow,America/Chicago
GHM,city,Centerville,America/Chicago
GHM,airport,Municipal,America/Chicago
GJT,city,Grand Junction,America/Chicago
GJT,airport,Walker Field,America/Chicago
GLE,city,Gainesville,America/Chicago
GLE,airport,Municipal,America/Chicago
GLH,city,Greenville,America/Chicago
GLH,airport,Greenville,America/Chicago
GLR,city,Gaylord,America/Chicago
GLR,airport,Otsego County,America/Chicago
GLW,city,Glasgow,America/Chicago
GLW,airport,Municipal,America/Chicago
GMT,city,Granite Mountain,America/Chicago
GMT,airport,Granite Mountain,America/Chicago
GNT,city,Grants,America/Chicago
GNT,airport,Milan,America/Chicago
GNV,airport,Gainesville Regional,America/Chicago
GNV,city,Gainesville,America/Chicago
GOF,airport,Goodfellow AFB,America/Chicago
GON,airport,New London,America/Chicago
GON,city,New London,America/Chicago
GQQ,city,Galion,America/Chicago
GQQ,airport,Galion,America/Chicago
GRD,city,Greenwood,America/Chicago
GRD,airport,Greenwood,America/Chicago
GRE,city,Greenville,America/Chicago
GRE,airport,Municipal,America/Chicago
GRN,city,Gordon,America/Chicago
GRN,airport,Gordon,America/Chicago
GTG,city,Grantsburg,America/Chicago
GTG,airport,Municipal,America/Chicago
GUC,city,Gunnison,America/Chicago
GUC,airport,Gunnison,America/Chicago
GUF,city,Gulf Shores,America/Chicago
GUF,airport,Edwards,America/Chicago
GUN,airport,Gunter AFB,America/Chicago
GUS,airport,Grissom AFB,America/Chicago
GUY,city,Guymon,America/Chicago
GUY,airport,Guymon,America/Chicago
GVE,city,Gordonsville,America/Chicago
GVE,airport,Municipal,America/Chicago
GVL,city,Gainesville,America/Chicago
GVL,airport,Lee Gilmer Memorial,America/Chicago
GVT,city,Greenville,America/Chicago
GVT,airport,Majors Field,America/Chicago
GVW,city,Grandview,America/Chicago
GVW,airport,Richards-Gebaur,America/Chicago
GWO,city,Greenwood,America/Chicago
GWO,airport,Leflore,America/Chicago
GWV,city,Glendale,America/Chicago
GWV,airport,Glendale,America/Chicago
GXY,city,Greeley,America/Chicago
GXY,airport,Weld County,America/Chicago
GYR,city,Goodyear,America/Chicago
GYR,airport,Litchfield,America/Chicago
HAB,city,Hamilton,America/Chicago
HAB,airport,Marion County,America/Chicago
HAF,city,Half Moon,America/Chicago
HAF,airport,Half Moon,America/Chicago
HAO,city,Hamilton,America/Chicago
HAO,airport,Hamilton,America/Chicago
HBO,city,Humboldt,America/Chicago
HBO,airport,Municipal,America/Chicago
HCC,city,Hudson,America/Chicago
HCC,airport,Columbia County,America/Chicago
HCW,city,Cheraw,America/Chicago
HCW,airport,Cheraw,America/Chicago
HDN,airport,Yampa Valley,America/Chicago
HDN,city,Hayden,America/Chicago
HEE,city,Helena,America/Chicago
HEE,airport,Thompson-Robbins,America/Chicago
HEY,airport,Hanchey Army Heliport,America/Chicago
HEZ,city,Natchez,America/Chicago
HEZ,airport,Hardy-Anders,America/Chicago
HFF,airport,Mackall AAF,America/Chicago
HFF,city,Hoffman,America/Chicago
HIB,city,Chisholm,America/Chicago
HIB,airport,Chisholm,America/Chicago
HIE,airport,Regional,America/Chicago
HIE,city,Whitefield,America/Chicago
HIF,airport,Hill AFB,America/Chicago
HIO,city,Hillsboro,America/Chicago
HIO,airport,Portland,America/Chicago
HKS,airport,Hawkins Field,America/Chicago
HKY,city,Hickory,America/Chicago
HKY,airport,Hickory,America/Chicago
HLB,city,Batesville,America/Chicago
HLB,airport,Hillenbrand,America/Chicago
HLG,city,Wheeling,America/Chicago
HLG,airport,Ohio County,America/Chicago
HLN,airport,Helena,America/Chicago
HLN,city,Helena,America/Chicago
HLR,airport,Fort Hood AAF,America/Chicago
HOP,city,Hopkinsville,America/Chicago
HOP,airport,Campbell AAF,America/Chicago
HOT,city,Hot Springs,America/Chicago
HOT,airport,Memorial Field,America/Chicago
HPT,city,Hampton,America/Chicago
HPT,airport,Municipal,America/Chicago
HPY,city,Baytown,America/Chicago
HPY,airport,Baytown Airport,America/Chicago
HRL,city,Harlingen,America/Chicago
HRL,airport,Valley International,America/Chicago
HRO,city,Harrison,America/Chicago
HRO,airport,Boone County,America/Chicago
HSB,city,Harrisburg,America/Chicago
HSB,airport,Raleigh,America/Chicago
HSP,city,Hot Springs,America/Chicago
HSP,airport,Ingalls Field,America/Chicago
HST,city,Homestead,America/Chicago
HST,airport,AFB,America/Chicago
HSV,city,Huntsville,America/Chicago
HSV,airport,Huntsville International - Carl T. Jones Field,America/Chicago
HTL,city,Houghton,America/Chicago
HTL,airport,Roscommon County,America/Chicago
HTO,city,East Hampton,America/Chicago
HTO,airport,East Hampton,America/Chicago
HTS,city,Huntington,America/Chicago
HTS,airport,Tri-state/Milton,America/Chicago
HUA,airport,Redstone AAF,America/Chicago
HUD,city,Humboldt,America/Chicago
HUD,airport,Humboldt,America/Chicago
HUJ,city,Hugo,America/Chicago
HUJ,airport,Hugo,America/Chicago
HUM,city,Houma,America/Chicago
HUM,airport,Terrebonne,America/Chicago
HUT,city,Hutchinson,America/Chicago
HUT,airport,Hutchinson,America/Chicago
HVN,city,New Haven,America/Chicago
HVN,airport,New Haven,America/Chicago
HVR,city,Havre,America/Chicago
HVR,airport,City County,America/Chicago
HVS,city,Hartsville,America/Chicago
HVS,airport,Municipal,America/Chicago
HWO,city,Hollywood,America/Chicago
HWO,airport,North Perry,America/Chicago
HYL,city,Hollis,America/Chicago
HYL,airport,SPB,America/Chicago
HYS,city,Hays,America/Chicago
HYS,airport,Municipal,America/Chicago
HZL,city,Hazleton,America/Chicago
HZL,airport,Hazleton,America/Chicago
IAB,airport,Mcconnell AFB,America/Chicago
IAH,airport,George Bush Intercontinental,America/Chicago
ICL,city,Clarinda,America/Chicago
ICL,airport,Municipal,America/Chicago
ICT,city,Wichita,America/Chicago
ICT,airport,Mid-Continent,America/Chicago
IDG,city,Ida Grove,America/Chicago
IDG,airport,Municipal,America/Chicago
IDP,city,Independence,America/Chicago
IDP,airport,Independence,America/Chicago
IFA,city,Iowa Falls,America/Chicago
IFA,airport,Iowa Falls,America/Chicago
IGM,city,Kingman,America/Chicago
IGM,airport,Kingman,America/Chicago
IJX,airport,Municipal,America/Chicago
IJX,city,Jacksonville,America/Chicago
IKK,city,Kankakee,America/Chicago
IKK,airport,Greater Kankakee,America/Chicago
ILE,city,Killeen,America/Chicago
ILE,airport,Municipal,America/Chicago
ILL,city,Willmar,America/Chicago
ILL,airport,Willmar,America/Chicago
INK,city,Wink,America/Chicago
INK,airport,Wink,America/Chicago
INL,city,International Falls,America/Chicago
INL,airport,Falls International,America/Chicago
INS,city,Indian Springs,America/Chicago
INS,airport,Af Aux,America/Chicago
IRB,city,Iraan,America/Chicago
IRB,airport,Municipal,America/Chicago
IRC,city,Circle,America/Chicago
IRC,airport,Circle City,America/Chicago
IRK,airport,Municipal,America/Chicago
IRK,city,Kirksville,America/Chicago
IRS,city,Sturgis,America/Chicago
IRS,airport,Kirsch Municipal,America/Chicago
ISO,city,Kinston,America/Chicago
ISO,airport,Stallings Field,America/Chicago
ISW,city,Wisconsin Rapids,America/Chicago
ISW,airport,Alexander Field,America/Chicago
JAC,city,Jackson,America/Chicago
JAC,airport,Jackson Hole,America/Chicago
JAN,city,Jackson,America/Chicago
JAN,airport,Jackson-evers,America/Chicago
JBT,airport,City Landing,America/Chicago
JDN,city,Jordan,America/Chicago
JDN,airport,Jordan,America/Chicago
JDP,airport,Heliport De Paris,America/Chicago
JDT,airport,Downtown Heliport,America/Chicago
JFN,city,Jefferson,America/Chicago
JFN,airport,Ashtabula,America/Chicago
JGX,airport,Heliport,America/Chicago
JHW,airport,Jamestown,America/Chicago
JHW,city,Jamestown,America/Chicago
JHY,airport,Hyatt Regency Heliport,America/Chicago
JMN,airport,Municipal Heliport,America/Chicago
JMS,airport,Jamestown,America/Chicago
JMS,city,Jamestown,America/Chicago
JOT,airport,Municipal,America/Chicago
JOT,city,Joliet,America/Chicago
JPU,airport,La Defense Heliport,America/Chicago
JRC,airport,Municipalcipal Heliport,America/Chicago
JRD,airport,Heliport,America/Chicago
JST,airport,Cambria County,America/Chicago
JST,city,Johnstown,America/Chicago
JVL,city,Janesville,America/Chicago
JVL,airport,Rock County,America/Chicago
JXN,city,Jackson,America/Chicago
JXN,airport,Reynolds Municipal,America/Chicago
KAH,airport,City Heliport,America/Chicago
KCC,city,Coffman Cove,America/Chicago
KCC,airport,Coffman Cove SPB,America/Chicago
KDK,airport,Municipal,America/Chicago
KLS,city,Kelso,America/Chicago
KLS,airport,Longview,America/Chicago
KNT,city,Kennett,America/Chicago
KNT,airport,Municipal,America/Chicago
KPB,city,Point Baker,America/Chicago
KPB,airport,Point Baker SPB,America/Chicago
KPK,city,Parks,America/Chicago
KPK,airport,Parks SPB,America/Chicago
KPR,city,Port Williams,America/Chicago
KPR,airport,Port Williams SPB,America/Chicago
KPV,city,Perryville,America/Chicago
KPV,airport,Perryville SPB,America/Chicago
KWP,city,West Point,America/Chicago
KWP,airport,Village SPB,America/Chicago
LAA,city,Lamar,America/Chicago
LAA,airport,Lamar Field,America/Chicago
LAF,city,Lafayette,America/Chicago
LAF,airport,Purdue University,America/Chicago
LAN,city,Lansing,America/Chicago
LAN,airport,Capital City,America/Chicago
LBB,city,Lubbock,America/Chicago
LBB,airport,Lubbock Preston Smith International,America/Chicago
LBF,city,North Platte,America/Chicago
LBF,airport,Lee Bird Field,America/Chicago
LBL,airport,Municipal,America/Chicago
LBL,city,Liberal,America/Chicago
LCI,airport,Municipal,America/Chicago
LCI,city,Laconia,America/Chicago
LDJ,city,Linden,America/Chicago
LDJ,airport,Linden,America/Chicago
LDM,city,Ludington,America/Chicago
LDM,airport,Mason County,America/Chicago
LEE,city,Leesburg,America/Chicago
LEE,airport,Leesburg,America/Chicago
LEW,city,Lewiston,America/Chicago
LEW,airport,Auburn,America/Chicago
LFI,airport,Langley AFB,America/Chicago
LFN,city,Louisburg,America/Chicago
LFN,airport,Franklin,America/Chicago
LGC,city,La Grange,America/Chicago
LGC,airport,Calloway,America/Chicago
LGU,city,Logan,America/Chicago
LGU,airport,Cache,America/Chicago
LKI,airport,Lakeside USAF,America/Chicago
LKS,city,Lakeside,America/Chicago
LKS,airport,Lakeside,America/Chicago
LKV,city,Lakeview,America/Chicago
LKV,airport,Lake County,America/Chicago
LLY,city,Mount Holly,America/Chicago
LLY,airport,Burlington County,America/Chicago
LMS,city,Louisville,America/Chicago
LMS,airport,Winston County,America/Chicago
LNP,city,Wise,America/Chicago
LNP,airport,Wise,America/Chicago
LNR,city,Lone Rock,America/Chicago
LNR,airport,Tri County,America/Chicago
LOG,city,Longview,America/Chicago
LOG,airport,Longview,America/Chicago
LOR,airport,Lowe Army Heliport,America/Chicago
LOZ,city,London,America/Chicago
LOZ,airport,Corbin-london,America/Chicago
LPO,city,Laporte,America/Chicago
LPO,airport,Municipal,America/Chicago
LQK,city,Pickens,America/Chicago
LQK,airport,Pickens,America/Chicago
LRF,airport,Little Rock AFB,America/Chicago
LRO,city,Lathrop,America/Chicago
LRO,airport,Sharpe AAF,America/Chicago
LSK,city,Lusk,America/Chicago
LSK,airport,Lusk,America/Chicago
LSV,airport,Nellis AFB,America/Chicago
LVK,city,Livermore,America/Chicago
LVK,airport,Livermore,America/Chicago
LVL,city,Lawrenceville,America/Chicago
LVL,airport,Lawrenceville,America/Chicago
LVM,city,Livingston,America/Chicago
LVM,airport,Mission Field,America/Chicago
LVS,city,Las Vegas,America/Chicago
LVS,airport,Las Vegas,America/Chicago
LWB,airport,Greenbrier Valley,America/Chicago
LWB,city,Lewisburg,America/Chicago
LWC,city,Lawrence,America/Chicago
LWC,airport,Lawrence,America/Chicago
LWL,city,Wells,America/Chicago
LWL,airport,Harriet Field,America/Chicago
LWM,city,Lawrence,America/Chicago
LWM,airport,Lawrence,America/Chicago
LWS,city,Lewiston,America/Chicago
LWS,airport,Nez Perce County Rgnl,America/Chicago
LWT,airport,Municipal,America/Chicago
LWT,city,Lewistown,America/Chicago
LWV,city,Lawrenceville,America/Chicago
LWV,airport,Municipal,America/Chicago
LXN,city,Lexington,America/Chicago
LXN,airport,Lexington,America/Chicago
LYU,city,Ely,America/Chicago
LYU,airport,Ely,America/Chicago
MAC,airport,Smart,America/Chicago
MAF,city,Midland,America/Chicago
MAF,airport,Midland International,America/Chicago
MAW,city,Malden,America/Chicago
MAW,airport,Malden,America/Chicago
MBG,city,Mobridge,America/Chicago
MBG,airport,Mobridge,America/Chicago
MBL,airport,Blacker,America/Chicago
MBL,city,Manistee,America/Chicago
MBS,city,Saginaw,America/Chicago
MBS,airport,MBS International,America/Chicago
MCB,city,Mccomb,America/Chicago
MCB,airport,Pike County,America/Chicago
MCG,airport,Mcgrath,America/Chicago
MCG,city,Mcgrath,America/Chicago
MCK,airport,Mccook,America/Chicago
MCK,city,Mccook,America/Chicago
MCN,city,Macon,America/Chicago
MCN,airport,Lewis B Wilson,America/Chicago
MDD,airport,Airpark,America/Chicago
MDN,airport,Jefferson Proving Grd,America/Chicago
MDO,city,Middleton Island,America/Chicago
MDO,airport,Intermediate,America/Chicago
MDW,airport,Midway,America/Chicago
MEI,airport,Key Field,America/Chicago
MEI,city,Meridian,America/Chicago
MEJ,city,Meadville,America/Chicago
MEJ,airport,Meadville,America/Chicago
MEM,city,Memphis,America/Chicago
MEM,airport,Memphis International,America/Chicago
MEV,city,Minden,America/Chicago
MEV,airport,Douglas County,America/Chicago
MFD,airport,Lahm Municipal,America/Chicago
MFD,city,Mansfield,America/Chicago
MFH,city,Mesquite,America/Chicago
MFH,airport,Mesquite,America/Chicago
MGC,city,Michigan City,America/Chicago
MGC,airport,Michigan City Airport,America/Chicago
MGJ,city,Montgomery,America/Chicago
MGJ,airport,Orange County,America/Chicago
MGM,city,Montgomery,America/Chicago
MGM,airport,Dannelly Field,America/Chicago
MGY,airport,Dayton-Wright Brothers Airport,America/Chicago
MHE,city,Mitchell,America/Chicago
MHE,airport,Municipal,America/Chicago
MHL,city,Marshall,America/Chicago
MHL,airport,Memorial Municipal,America/Chicago
MIB,airport,Minot AFB,America/Chicago
MIC,airport,Crystal,America/Chicago
MIE,city,Muncie,America/Chicago
MIE,airport,Delaware County,America/Chicago
MIF,city,Monahans,America/Chicago
MIF,airport,Roy Hurd Memorial,America/Chicago
MIT,city,Shafter,America/Chicago
MIT,airport,Kern County,America/Chicago
MIV,city,Millville,America/Chicago
MIV,airport,Millville,America/Chicago
MJQ,city,Jackson,America/Chicago
MJQ,airport,Jackson,America/Chicago
MKE,airport,General Mitchell International,America/Chicago
MKE,city,Milwaukee,America/Chicago
MKG,airport,Muskegon,America/Chicago
MKG,city,Muskegon,America/Chicago
MKL,city,Jackson,America/Chicago
MKL,airport,Mc Kellar-Sipes Regional,America/Chicago
MKT,city,Mankato,America/Chicago
MKT,airport,Municipal,America/Chicago
MLB,airport,Melbourne International Airport,America/Chicago
MLB,city,Melbourne,America/Chicago
MLF,city,Milford,America/Chicago
MLF,airport,Milford,America/Chicago
MLI,city,Moline,America/Chicago
MLI,airport,Quad-City,America/Chicago
MLK,city,Malta,America/Chicago
MLK,airport,Malta,America/Chicago
MLL,city,Marshall,America/Chicago
MLL,airport,Marshall,America/Chicago
MLU,city,Monroe,America/Chicago
MLU,airport,Municipal,America/Chicago
MMI,city,Athens,America/Chicago
MMI,airport,McMinn County,America/Chicago
MML,city,Marshall,America/Chicago
MML,airport,Municipal-Ryan Field,America/Chicago
MMR,airport,Camp Maybry AHP,America/Chicago
MMS,city,Marks,America/Chicago
MMS,airport,Selfs,America/Chicago
MNM,city,Menominee,America/Chicago
MNM,airport,Menominee,America/Chicago
MNT,city,Minto,America/Chicago
MNT,airport,Minto,America/Chicago
MOT,city,Minot,America/Chicago
MOT,airport,International,America/Chicago
MOX,city,Morris,America/Chicago
MOX,airport,Municipal,America/Chicago
MPE,city,Madison,America/Chicago
MPE,airport,Griswold,America/Chicago
MQB,city,Macomb,America/Chicago
MQB,airport,Municipal,America/Chicago
MQT,city,Marquette,America/Chicago
MQT,airport,Sawyer International,America/Chicago
MRB,city,Martinsburg,America/Chicago
MRB,airport,Eastern Wv Regional Airport/Shepherd Field,America/Chicago
MRC,city,Columbia,America/Chicago
MRC,airport,Maury County,America/Chicago
MRF,city,Marfa,America/Chicago
MRF,airport,Municipal,America/Chicago
MRN,city,Morganton,America/Chicago
MRN,airport,Lenoir,America/Chicago
MSC,city,Mesa,America/Chicago
MSC,airport,Falcon Field,America/Chicago
MSL,airport,Sheffield,America/Chicago
MSL,city,Sheffield,America/Chicago
MSN,city,Madison,America/Chicago
MSN,airport,Dane County Regional,America/Chicago
MSP,airport,Minneapolis - St. Paul International,America/Chicago
MSP,city,Minneapolis,America/Chicago
MSS,city,Massena,America/Chicago
MSS,airport,Richards Field,America/Chicago
MSV,city,Monticello,America/Chicago
MSV,airport,Sullivan County International,America/Chicago
MSY,city,New Orleans,America/Chicago
MSY,airport,Louis Armstrong New Orlí©ans International Airport,America/Chicago
MTJ,airport,Montrose Regional Airport,America/Chicago
MTJ,city,Montrose,America/Chicago
MTO,city,Mattoon,America/Chicago
MTO,airport,Coles County Memorial,America/Chicago
