iata,type,name_en,iana timezone
MTP,city,Montauk,America/Chicago
MTP,airport,Montauk Airport,America/Chicago
MTW,city,Manitowoc,America/Chicago
MTW,airport,Municipal,America/Chicago
MTX,airport,Metro Field,America/Chicago
MUT,city,Muscatine,America/Chicago
MUT,airport,Muscatine,America/Chicago
MUU,city,Mount Union,America/Chicago
MUU,airport,Mount Union,America/Chicago
MVC,city,Monroeville,America/Chicago
MVC,airport,Monroe - Walton County,America/Chicago
MVW,city,Mount Vernon,America/Chicago
MVW,airport,Skagit Regional,America/Chicago
MWC,airport,Lawrence J Timmerman,America/Chicago
MWL,city,Mineral Wells,America/Chicago
MWL,airport,Mineral Wells Airport,America/Chicago
MXA,city,Manila,America/Chicago
MXA,airport,Municipal,America/Chicago
MXC,city,Monticello,America/Chicago
MXC,airport,San Juan County,America/Chicago
MXF,airport,Maxwell AFB,America/Chicago
MXO,city,Monticello,America/Chicago
MXO,airport,Municipal,America/Chicago
MYL,city,Mccall,America/Chicago
MYL,airport,Mccall,America/Chicago
MYV,city,Marysville,America/Chicago
MYV,airport,Yuba County,America/Chicago
NBG,airport,NAS/Alvin Callendar,America/Chicago
NBU,city,Glenview,America/Chicago
NBU,airport,NAS,America/Chicago
NDP,airport,Ellyson NAS,America/Chicago
NEN,city,Whitehouse,America/Chicago
NEN,airport,Olf Usn,America/Chicago
NEW,airport,Lakefront,America/Chicago
NGP,airport,NAS,America/Chicago
NGU,airport,NAS Chambers,America/Chicago
NGW,airport,Cabaniss Field,America/Chicago
NHX,city,Foley,America/Chicago
NHX,airport,Barin Olf Osn,America/Chicago
NIP,airport,Jacksonville NAS,America/Chicago
NIR,city,Beeville,America/Chicago
NIR,airport,Chase Field NAS,America/Chicago
NPA,airport,Pensacola NAS,America/Chicago
NPT,city,Newport,America/Chicago
NPT,airport,State,America/Chicago
NSE,airport,Whiting Field NAS,America/Chicago
NSE,city,Milton,America/Chicago
NTJ,city,Manti,America/Chicago
NTJ,airport,Manti-Ephraim,America/Chicago
NUN,airport,Saufley NAS,America/Chicago
NWH,city,Newport,America/Chicago
NWH,airport,Parlin Field,America/Chicago
NWT,city,Nowata,America/Chicago
NWT,airport,Nowata,America/Chicago
OAJ,airport,Albert J Ellis,America/Chicago
OAJ,city,Jacksonville,America/Chicago
OCE,city,Ocean City,America/Chicago
OCE,airport,Municipal,America/Chicago
OCW,city,Washington,America/Chicago
OCW,airport,Warren Field,America/Chicago
OEO,city,Osceola,America/Chicago
OEO,airport,Municipal,America/Chicago
OFK,city,Norfolk,America/Chicago
OFK,airport,Stefan Field,America/Chicago
OGD,city,Ogden,America/Chicago
OGD,airport,Municipal,America/Chicago
OKC,airport,Will Rogers World Airport,America/Chicago
OKC,city,Oklahoma City,America/Chicago
OKK,city,Kokomo,America/Chicago
OKK,airport,Kokomo,America/Chicago
OKM,city,Okmulgee,America/Chicago
OKM,airport,Okmulgee,America/Chicago
OLD,city,Old Town,America/Chicago
OLD,airport,Old Town,America/Chicago
OLY,city,Olney,America/Chicago
OLY,airport,Olney-Noble,America/Chicago
OMA,airport,Eppley Airfield,America/Chicago
OMA,city,Omaha,America/Chicago
OME,city,Nome,America/Chicago
OME,airport,Nome,America/Chicago
ONH,city,Oneonta,America/Chicago
ONH,airport,Municipal,America/Chicago
ONP,city,Newport,America/Chicago
ONP,airport,Newport,America/Chicago
ONY,city,Olney,America/Chicago
ONY,airport,Olney,America/Chicago
OOA,city,Oskaloosa,America/Chicago
OOA,airport,Municipal,America/Chicago
OPL,city,Opelousas,America/Chicago
OPL,airport,St Landry Parish,America/Chicago
ORD,airport,Chicago O'hare International,America/Chicago
ORF,city,Norfolk,America/Chicago
ORF,airport,Norfolk International Airport,America/Chicago
ORH,city,Worcester,America/Chicago
ORH,airport,Worcester Regional Airport,America/Chicago
OSB,city,Osage Beach,America/Chicago
OSB,airport,Osage Beach,America/Chicago
OSU,airport,Ohio State University,America/Chicago
OSX,city,Kosciusko,America/Chicago
OSX,airport,Attala County,America/Chicago
OTM,airport,Industrial,America/Chicago
OTM,city,Ottumwa,America/Chicago
OTO,city,Otto,America/Chicago
OTO,airport,Vor,America/Chicago
OUN,city,Norman,America/Chicago
OUN,airport,Max Westheimer,America/Chicago
OWA,city,Owatonna,America/Chicago
OWA,airport,Owatonna,America/Chicago
OWD,city,Norwood,America/Chicago
OWD,airport,Memorial,America/Chicago
OXD,airport,Miami University,America/Chicago
OXD,city,Oxford,America/Chicago
OXR,city,Ventura,America/Chicago
OXR,airport,Ventura,America/Chicago
OZR,city,Ozark,America/Chicago
OZR,airport,Cairns AAF,America/Chicago
PAM,airport,Tyndall AFB,America/Chicago
PAO,city,Palo Alto,America/Chicago
PAO,airport,Palo Alto,America/Chicago
PAQ,city,Palmer,America/Chicago
PAQ,airport,Palmer Municipalcipal,America/Chicago
PCD,city,Prairie Du Chien,America/Chicago
PCD,airport,Prairie du Chien Municipal Airport,America/Chicago
PCT,city,Princeton,America/Chicago
PCT,airport,Princeton,America/Chicago
PCU,city,Picayune,America/Chicago
PCU,airport,Pearl River County,America/Chicago
PDT,airport,Pendleton,America/Chicago
PDT,city,Pendleton,America/Chicago
PEC,city,Pelican,America/Chicago
PEC,airport,Pelican SPB,America/Chicago
PFN,city,Panama City,America/Chicago
PFN,airport,Bay County,America/Chicago
PGA,city,Page,America/Chicago
PGA,airport,Page,America/Chicago
PGL,city,Pascagoula,America/Chicago
PGL,airport,Jackson County,America/Chicago
PGR,city,Paragould,America/Chicago
PGR,airport,Paragould Kirk Field,America/Chicago
PHT,city,Paris,America/Chicago
PHT,airport,Henry County,America/Chicago
PII,airport,Phillips Field,America/Chicago
PIP,city,Pilot Point,America/Chicago
PIP,airport,Pilot Point,America/Chicago
PJB,city,Payson,America/Chicago
PJB,airport,Payson,America/Chicago
PKD,city,Park Rapids,America/Chicago
PKD,airport,Park Rapids,America/Chicago
PKF,city,Park Falls,America/Chicago
PKF,airport,Park Falls,America/Chicago
PLR,city,Pell City,America/Chicago
PLR,airport,St Clair County,America/Chicago
PMB,city,Pembina,America/Chicago
PMB,airport,Intermediate,America/Chicago
PMX,city,Palmer,America/Chicago
PMX,airport,Metropolitan,America/Chicago
PNC,city,Ponca City,America/Chicago
PNC,airport,Ponca City,America/Chicago
PNN,city,Princeton,America/Chicago
PNN,airport,Princeton,America/Chicago
PNS,airport,Regional,America/Chicago
PNS,city,Pensacola,America/Chicago
PNX,city,Sherman-Denison,America/Chicago
PNX,airport,Grayson County,America/Chicago
POE,city,Fort Polk,America/Chicago
POE,airport,Polk AAF,America/Chicago
POF,city,Poplar Bluff,America/Chicago
POF,airport,Earl Fields Memorial,America/Chicago
POH,city,Pocahontas,America/Chicago
POH,airport,Pocahontas Municipal,America/Chicago
POU,city,Poughkeepsie,America/Chicago
POU,airport,Dutchess County,America/Chicago
POY,city,Powell,America/Chicago
POY,airport,Powell,America/Chicago
PPF,city,Parsons,America/Chicago
PPF,airport,Tri-City,America/Chicago
PRC,airport,Prescott,America/Chicago
PRC,city,Prescott,America/Chicago
PRO,city,Perry,America/Chicago
PRO,airport,Perry Municipal,America/Chicago
PRW,city,Prentice,America/Chicago
PRW,airport,Prentice,America/Chicago
PRX,city,Paris,America/Chicago
PRX,airport,Cox Field,America/Chicago
PSB,city,Bellefonte,America/Chicago
PSB,airport,Bellefonte,America/Chicago
PSF,city,Pittsfield,America/Chicago
PSF,airport,Pittsfield,America/Chicago
PSK,city,Dublin,America/Chicago
PSK,airport,New River Valley,America/Chicago
PSX,city,Palacios,America/Chicago
PSX,airport,Palacios,America/Chicago
PTK,city,Pontiac,America/Chicago
PTK,airport,Pontiac,America/Chicago
PTS,city,Pittsburg,America/Chicago
PTS,airport,Atkinson Municipal Airport,America/Chicago
PTT,city,Pratt,America/Chicago
PTT,airport,Pratt,America/Chicago
PTV,city,Porterville,America/Chicago
PTV,airport,Porterville,America/Chicago
PTW,city,Pottstown,America/Chicago
PTW,airport,Pottstown/Limerick,America/Chicago
PUB,airport,Memorial,America/Chicago
PUB,city,Pueblo,America/Chicago
PUC,city,Price,America/Chicago
PUC,airport,Carbon County,America/Chicago
PUW,city,Pullman,America/Chicago
PUW,airport,Pullman-Moscow Regional Airport,America/Chicago
PVD,airport,T. F. Green Airport,America/Chicago
PVD,city,Providence,America/Chicago
PVU,airport,Provo,America/Chicago
PVU,city,Provo,America/Chicago
PVW,city,Plainview,America/Chicago
PVW,airport,Hale County,America/Chicago
PWA,airport,Wiley Post,America/Chicago
PWM,city,Portland,America/Chicago
PWM,airport,International Jetport,America/Chicago
QHO,city,Houston,America/Chicago
QKB,airport,Bus Station,America/Chicago
RAL,city,Riverside,America/Chicago
RAL,airport,Riverside Municipalcipal,America/Chicago
RBY,city,Ruby,America/Chicago
RBY,airport,Ruby,America/Chicago
RCK,city,Rockdale,America/Chicago
RCK,airport,Coffield,America/Chicago
RCR,airport,Fulton County,America/Chicago
RCR,city,Rochester,America/Chicago
RDD,city,Redding,America/Chicago
RDD,airport,Redding,America/Chicago
RDG,city,Reading,America/Chicago
RDG,airport,Municipalcipal/Spaatz Field,America/Chicago
RED,city,Reedsville,America/Chicago
RED,airport,Mifflin County,America/Chicago
REE,airport,Reese AFB,America/Chicago
RFG,airport,Rooke Field,America/Chicago
RFG,city,Refugio,America/Chicago
RGR,city,Ranger,America/Chicago
RGR,airport,Ranger Municipalcipal,America/Chicago
RHI,city,Rhinelander,America/Chicago
RHI,airport,Oneida County,America/Chicago
RIR,airport,Riverside Fla-Bob,America/Chicago
RIV,airport,March ARB,America/Chicago
RKH,city,Rock Hill,America/Chicago
RKH,airport,Rock Hill,America/Chicago
RKP,city,Rockport,America/Chicago
RKP,airport,Aransas County,America/Chicago
RKR,city,Poteau,America/Chicago
RKR,airport,Robert S Kerr,America/Chicago
RKS,airport,Sweetwater County,America/Chicago
RKS,city,Rock Springs,America/Chicago
RKW,city,Rockwood,America/Chicago
RKW,airport,Rockwood Municipal Airport,America/Chicago
RLA,city,Rolla,America/Chicago
RLA,airport,National,America/Chicago
RLD,city,Richland,America/Chicago
RLD,airport,Richland,America/Chicago
RNC,city,Mcminnville,America/Chicago
RNC,airport,Warren County,America/Chicago
RNZ,city,Rensselaer,America/Chicago
RNZ,airport,Rensselaer,America/Chicago
ROA,airport,Roanoke Regional Airport,America/Chicago
ROA,city,Roanoke,America/Chicago
ROG,city,Rogers,America/Chicago
ROG,airport,Rogers,America/Chicago
ROL,city,Roosevelt,America/Chicago
ROL,airport,Roosevelt,America/Chicago
ROW,airport,Industrial,America/Chicago
ROW,city,Roswell,America/Chicago
ROX,city,Roseau,America/Chicago
ROX,airport,Roseau Municipal Airport,America/Chicago
RPX,city,Roundup,America/Chicago
RPX,airport,Roundup,America/Chicago
RRT,city,Warroad,America/Chicago
RRT,airport,Warroad,America/Chicago
RSL,city,Russell,America/Chicago
RSL,airport,Russell,America/Chicago
RSN,city,Ruston,America/Chicago
RSN,airport,Ruston,America/Chicago
RST,airport,International,America/Chicago
RST,city,Rochester,America/Chicago
RVS,airport,R.Lloyd Jones,America/Chicago
RWL,city,Rawlins,America/Chicago
RWL,airport,Rawlins,America/Chicago
SAA,city,Saratoga,America/Chicago
SAA,airport,Shively Field,America/Chicago
SAD,city,Safford,America/Chicago
SAD,airport,Safford,America/Chicago
SAT,airport,San Antonio International,America/Chicago
SAT,city,San Antonio,America/Chicago
SBM,city,Sheboygan,America/Chicago
SBM,airport,Memorial,America/Chicago
SBN,city,South Bend,America/Chicago
SBN,airport,South Bend Regional,America/Chicago
SBX,city,Shelby,America/Chicago
SBX,airport,Shelby,America/Chicago
SCB,city,Scribner,America/Chicago
SCB,airport,State,America/Chicago
SDY,city,Sidney,America/Chicago
SDY,airport,Richland Municipalcipal,America/Chicago
SEM,airport,Craig AFB,America/Chicago
SEP,city,Stephenville,America/Chicago
SEP,airport,Clark Field,America/Chicago
SER,city,Seymour,America/Chicago
SER,airport,Freeman Municipalcipal,America/Chicago
SES,city,Selma,America/Chicago
SES,airport,Selfield,America/Chicago
SFF,airport,Felts Field,America/Chicago
SGF,airport,Springfield-Branson Rg,America/Chicago
SGF,city,Springfield,America/Chicago
SGH,city,Springfield,America/Chicago
SGH,airport,Springfield,America/Chicago
SGY,city,Skagway,America/Chicago
SGY,airport,Skagway Municipal,America/Chicago
SHN,city,Shelton,America/Chicago
SHN,airport,Sanderson Field,America/Chicago
SHR,city,Sheridan,America/Chicago
SHR,airport,Sheridan,America/Chicago
SHV,city,Shreveport,America/Chicago
SHV,airport,Regional,America/Chicago
SIK,city,Sikeston,America/Chicago
SIK,airport,Memorial,America/Chicago
SIT,airport,Sitka,America/Chicago
SIT,city,Sitka,America/Chicago
SIV,city,Sullivan,America/Chicago
SIV,airport,County,America/Chicago
SIY,city,Montague,America/Chicago
SIY,airport,Siskiyou County,America/Chicago
SJT,airport,Mathis Field,America/Chicago
SJT,city,San Angelo,America/Chicago
SKA,airport,Fairchild AFB,America/Chicago
SKY,city,Sandusky,America/Chicago
SKY,airport,Griffing Sandusky,America/Chicago
SLG,airport,Smith Field,America/Chicago
SLG,city,Siloam Springs,America/Chicago
SLR,city,Sulphur Springs,America/Chicago
SLR,airport,Sulphur Springs,America/Chicago
SLT,city,Salida,America/Chicago
SLT,airport,Salida,America/Chicago
SME,city,Somerset,America/Chicago
SME,airport,Pulaski County,America/Chicago
SMN,city,Salmon,America/Chicago
SMN,airport,Salmon,America/Chicago
SMO,city,Santa Monica,America/Chicago
SMO,airport,Santa Monica,America/Chicago
SMX,airport,Public,America/Chicago
SMX,city,Santa Maria,America/Chicago
SNK,city,Snyder,America/Chicago
SNK,airport,Winston Field,America/Chicago
SNL,city,Shawnee,America/Chicago
SNL,airport,Shawnee Municipal,America/Chicago
SOL,city,Solomon,America/Chicago
SOL,airport,Solomon,America/Chicago
SOP,city,Southern Pines,America/Chicago
SOP,airport,Pinehurst-S. Pines,America/Chicago
SPI,airport,Capital,America/Chicago
SPI,city,Springfield,America/Chicago
SPJ,airport,Eleftherios Venizelos,America/Chicago
SPW,city,Spencer,America/Chicago
SPW,airport,Spencer Municipal,America/Chicago
SPZ,city,Springdale,America/Chicago
SPZ,airport,Springdale Municipal,America/Chicago
SQI,city,Sterling Rockfalls,America/Chicago
SQI,airport,Whiteside County,America/Chicago
SQL,city,San Carlos,America/Chicago
SQL,airport,San Carlos,America/Chicago
SRC,city,Searcy,America/Chicago
SRC,airport,Searcy,America/Chicago
SRU,city,Santa Cruz,America/Chicago
SRU,airport,Skypark,America/Chicago
SRW,city,Salisbury,America/Chicago
SRW,airport,Rowan County,America/Chicago
SSF,airport,Stinson Municipalcipal,America/Chicago
STJ,city,St Joseph,America/Chicago
STJ,airport,Rosecrans Memorial,America/Chicago
STL,airport,Lambert-St. Louis International,America/Chicago
STL,city,St Louis,America/Chicago
STS,city,Santa Rosa,America/Chicago
STS,airport,Sonoma County,America/Chicago
SUA,airport,Witham Field,America/Chicago
SUA,city,Stuart,America/Chicago
SUD,city,Stroud,America/Chicago
SUD,airport,Stroud,America/Chicago
SUE,city,Sturgeon Bay,America/Chicago
SUE,airport,Door County,America/Chicago
SUN,city,Sun Valley,America/Chicago
SUN,airport,Sun Valley,America/Chicago
SUS,airport,Spirit Of St Louis,America/Chicago
SUU,airport,Travis AFB,America/Chicago
SUX,city,Sioux City,America/Chicago
SUX,airport,Sioux Gateway,America/Chicago
SVH,city,Statesville,America/Chicago
SVH,airport,Statesville Municipal,America/Chicago
SWD,city,Seward,America/Chicago
SWD,airport,Seward,America/Chicago
SWO,airport,Searcy Field,America/Chicago
SWO,city,Stillwater,America/Chicago
SWW,city,Sweetwater,America/Chicago
SWW,airport,Sweetwater,America/Chicago
SXY,city,Sidney,America/Chicago
SXY,airport,Sidney,America/Chicago
SYI,city,Shelbyville,America/Chicago
SYI,airport,Bomar Field,America/Chicago
SYN,city,Stanton,America/Chicago
SYN,airport,Carleton,America/Chicago
SZL,airport,Whiteman AFB,America/Chicago
SZL,city,Kansas,America/Chicago
TBN,city,Fort Leonard Wood,America/Chicago
TBN,airport,Forney AAF,America/Chicago
TDO,airport,Winlock,America/Chicago
TDO,city,Toledo,America/Chicago
TDW,airport,Tradewind,America/Chicago
TGE,city,Tuskegee,America/Chicago
TGE,airport,Sharpe Field,America/Chicago
THA,city,Tullahoma,America/Chicago
THA,airport,Tullahoma/William Northern Field,America/Chicago
THV,city,York,America/Chicago
THV,airport,York Airport,America/Chicago
TIK,airport,Tinker AFB,America/Chicago
TKI,city,Tokeen,America/Chicago
TKI,airport,Tokeen,America/Chicago
TNU,city,Newton,America/Chicago
TNU,airport,Newton Municipal Airport,America/Chicago
TOP,airport,Philip Billard,America/Chicago
TOP,city,Topeka,America/Chicago
TRX,city,Trenton,America/Chicago
TRX,airport,Memorial,America/Chicago
TSM,city,Taos,America/Chicago
TSM,airport,Taos,America/Chicago
TUH,airport,Arnold AFS,America/Chicago
TUL,city,Tulsa,America/Chicago
TUL,airport,Tulsa International,America/Chicago
TUP,airport,Lemons Municipalcipal,America/Chicago
TUP,city,Tupelo,America/Chicago
TVF,city,Thief River Falls,America/Chicago
TVF,airport,Regional,America/Chicago
TVI,city,Thomasville,America/Chicago
TVI,airport,Thomasville Municipal Airport,America/Chicago
TWE,city,Taylor,America/Chicago
TWE,airport,Taylor,America/Chicago
TXK,airport,Texarkana Municipal,America/Chicago
TXK,city,Texarkana,America/Chicago
TYR,city,Tyler,America/Chicago
TYR,airport,Tyler Pounds Regional Airport,America/Chicago
TYZ,city,Taylor,America/Chicago
TYZ,airport,Taylor,America/Chicago
UCE,city,Eunice,America/Chicago
UCE,airport,Eunice,America/Chicago
UCY,city,Union City,America/Chicago
UCY,airport,Everett-Stewart,America/Chicago
UES,city,Waukesha,America/Chicago
UES,airport,Waukesha,America/Chicago
UGB,airport,Ugashik Bay,America/Chicago
UGN,city,Waukegan,America/Chicago
UGN,airport,Memorial,America/Chicago
UKN,city,Waukon,America/Chicago
UKN,airport,Waukon Municipal Airport,America/Chicago
ULM,city,New Ulm,America/Chicago
ULM,airport,New Ulm,America/Chicago
UMM,city,Summit,America/Chicago
UMM,airport,Summit,America/Chicago
UOS,city,Sewanee,America/Chicago
UOS,airport,Franklin County,America/Chicago
UOX,city,Oxford,America/Chicago
UOX,airport,University-Oxford,America/Chicago
UVA,city,Uvalde,America/Chicago
UVA,airport,Garner Field,America/Chicago
UWA,city,Ware,America/Chicago
UWA,airport,Ware,America/Chicago
VAD,airport,Moody AFB,America/Chicago
VCT,airport,County-Foster,America/Chicago
VCT,city,Victoria,America/Chicago
VHN,city,Van Horn,America/Chicago
VHN,airport,Culberson County,America/Chicago
VIH,city,Vichy,America/Chicago
VIH,airport,Rolla National,America/Chicago
VKS,city,Vicksburg,America/Chicago
VKS,airport,Vicksburg,America/Chicago
